name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
new york city,3/20/2015,37.4,29.3,33.2,34.3,19,26.2,15.9,55.7,0.358,100,41.67,"rain,snow",0.8,0.2,22,15,68.7,1025.1,77.9,5.5,62,5.3,2,,2015-03-20T06:59:46,2015-03-20T19:07:56,0,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/21/2015,47.3,29,36.9,43.8,19.9,32.8,29,74.1,0.003,100,4.17,"rain,snow",0.5,0.8,21.9,10.9,303.6,1016,85.8,6.3,222.9,19.3,8,,2015-03-21T06:58:07,2015-03-21T19:09:00,0.04,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"72505394728,KLGA,KNYC,72503014732"
new york city,3/22/2015,45.3,30.2,37.4,38.8,22,30.1,13.9,38.9,0,0,0,,0,0.1,26.4,17.2,311.4,1016.9,12.6,9.9,259.9,22.4,8,,2015-03-22T06:56:27,2015-03-22T19:10:04,0.08,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/23/2015,37.8,23.3,30.5,31.1,13.5,23,4.8,34.5,0,0,0,,0,0,28.9,15,317.6,1023.1,6.9,9.9,261.2,22.5,9,,2015-03-23T06:54:48,2015-03-23T19:11:07,0.11,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/24/2015,44.1,26.1,34.6,44.1,18.9,30.2,8.6,34,0,0,0,,0,0,,11.1,20.6,1026.6,38,9.9,237.9,20.6,8,,2015-03-24T06:53:08,2015-03-24T19:12:11,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/25/2015,47,33.8,40,43.6,29.8,37.1,23.3,54.5,0.055,100,20.83,rain,0,0,19.9,13,163.5,1027.4,45.4,9.2,207.7,18,8,,2015-03-25T06:51:29,2015-03-25T19:13:14,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/26/2015,60.7,41.1,48.6,60.7,39.1,48,44.7,86.5,0.225,100,25,rain,0,0,,11.2,27.9,1011,98.4,4.3,91.8,7.9,3,,2015-03-26T06:49:50,2015-03-26T19:14:17,0.21,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/27/2015,45.3,39.2,42.7,45,34.3,39.5,33.5,71.4,0.357,100,33.33,rain,0,0,17.2,8.3,341.5,1006.9,100,9.3,161.8,14,6,,2015-03-27T06:48:10,2015-03-27T19:15:20,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,3/28/2015,41.3,29.3,35.6,37.6,20.7,28.6,20.7,54.3,0,0,0,,0,0,23.2,13.9,338.2,1010.9,98.2,9.6,173.3,15.1,7,,2015-03-28T06:46:31,2015-03-28T19:16:24,0.27,Overcast,Cloudy skies throughout the day.,cloudy,"72505394728,KLGA,KNYC,72503014732"
new york city,3/29/2015,46.1,25.6,34.8,43,14.4,28.6,6.8,33.6,0,0,0,,0,0,23,12.7,307,1022.3,41.2,9.6,279.1,24.1,9,,2015-03-29T06:44:52,2015-03-29T19:17:27,0.31,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/30/2015,53.1,36,43.9,53.1,30.8,40,22.7,44.7,0,0,0,,0,0,32.1,18.3,254.9,1012.2,66.6,9.6,162.3,14,6,,2015-03-30T06:43:13,2015-03-30T19:18:30,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72505394728,KLGA,KNYC,72503014732"
new york city,3/31/2015,46.1,36,40.8,45.8,30.2,36.4,28.8,64.5,0.168,100,29.17,rain,0,0,71.4,11.1,317.6,1009.9,73.8,9.2,140.8,12.3,5,,2015-03-31T06:41:34,2015-03-31T19:19:33,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72505394728,KLGA,KNYC,72503014732"
new york city,4/1/2015,50.3,32.5,40.9,50.3,27.1,37.2,19.2,45.7,0,0,0,,0,0,21.9,11.5,308.2,1016.8,14.4,9.9,280.9,24.2,9,,2015-04-01T06:39:56,2015-04-01T19:20:35,0.41,Clear,Clear conditions throughout the day.,clear-day,"72505394728,KLGA,KNYC,72503014732"
